"","Survived","Pclass","Sex","Age","Embarked","Famsize","Fsize","Fare"
"441","1","2","female",45,"S",3,"small",26.25
"442","0","3","male",20,"S",1,"singleton",9.5
"443","0","3","male",25,"S",2,"small",7.775
"444","1","2","female",28,"S",1,"singleton",13
"445","1","3","male",22,"S",1,"singleton",8.1125
"446","1","1","male",4,"S",3,"small",81.8583
"447","1","2","female",13,"S",2,"small",19.5
"448","1","1","male",34,"S",1,"singleton",26.55
"449","1","3","female",5,"C",4,"small",19.2583
"450","1","1","male",52,"S",1,"singleton",30.5
"451","0","2","male",36,"S",4,"small",27.75
"452","0","3","male",18,"S",2,"small",19.9667
"453","0","1","male",30,"C",1,"singleton",27.75
"454","1","1","male",49,"C",2,"small",89.1042
"455","0","3","male",24,"S",1,"singleton",8.05
"456","1","3","male",29,"C",1,"singleton",7.8958
"457","0","1","male",65,"S",1,"singleton",26.55
"458","1","1","female",42,"S",2,"small",51.8625
"459","1","2","female",50,"S",1,"singleton",10.5
"460","0","3","male",30.5,"Q",1,"singleton",7.75
"461","1","1","male",48,"S",1,"singleton",26.55
"462","0","3","male",34,"S",1,"singleton",8.05
"463","0","1","male",47,"S",1,"singleton",38.5
"464","0","2","male",48,"S",1,"singleton",13
"465","0","3","male",24,"S",1,"singleton",8.05
"466","0","3","male",38,"S",1,"singleton",7.05
"467","0","2","male",29,"S",1,"singleton",0
"468","0","1","male",56,"S",1,"singleton",26.55
"469","0","3","male",22,"Q",1,"singleton",7.725
"470","1","3","female",0.75,"C",4,"small",19.2583
"471","0","3","male",22,"S",1,"singleton",7.25
"472","0","3","male",38,"S",1,"singleton",8.6625
"473","1","2","female",33,"S",4,"small",27.75
"474","1","2","female",23,"C",1,"singleton",13.7917
"475","0","3","female",22,"S",1,"singleton",9.8375
"476","0","1","male",42,"S",1,"singleton",52
"477","0","2","male",34,"S",2,"small",21
"478","0","3","male",29,"S",2,"small",7.0458
"479","0","3","male",22,"S",1,"singleton",7.5208
"480","1","3","female",2,"S",2,"small",12.2875
"481","0","3","male",9,"S",8,"large",46.9
"482","0","2","male",29,"S",1,"singleton",0
"483","0","3","male",50,"S",1,"singleton",8.05
"484","1","3","female",63,"S",1,"singleton",9.5875
"485","1","1","male",25,"C",2,"small",91.0792
"486","0","3","female",24,"S",5,"large",25.4667
"487","1","1","female",35,"S",2,"small",90
"488","0","1","male",58,"C",1,"singleton",29.7
"489","0","3","male",30,"S",1,"singleton",8.05
"490","1","3","male",9,"S",3,"small",15.9
"491","0","3","male",18,"S",2,"small",19.9667
"492","0","3","male",21,"S",1,"singleton",7.25
"493","0","1","male",55,"S",1,"singleton",30.5
"494","0","1","male",71,"C",1,"singleton",49.5042
"495","0","3","male",21,"S",1,"singleton",8.05
"496","0","3","male",18,"C",1,"singleton",14.4583
"497","1","1","female",54,"C",2,"small",78.2667
"498","0","3","male",34,"S",1,"singleton",15.1
"499","0","1","female",25,"S",4,"small",151.55
"500","0","3","male",24,"S",1,"singleton",7.7958
"501","0","3","male",17,"S",1,"singleton",8.6625
"502","0","3","female",21,"Q",1,"singleton",7.75
"503","0","3","female",22,"Q",1,"singleton",7.6292
"504","0","3","female",37,"S",1,"singleton",9.5875
"505","1","1","female",16,"S",1,"singleton",86.5
"506","0","1","male",18,"C",2,"small",108.9
"507","1","2","female",33,"S",3,"small",26
"508","1","1","male",56,"S",1,"singleton",26.55
"509","0","3","male",28,"S",1,"singleton",22.525
"510","1","3","male",26,"S",1,"singleton",56.4958
"511","1","3","male",29,"Q",1,"singleton",7.75
"512","0","3","male",24,"S",1,"singleton",8.05
"513","1","1","male",36,"S",1,"singleton",26.2875
"514","1","1","female",54,"C",2,"small",59.4
"515","0","3","male",24,"S",1,"singleton",7.4958
"516","0","1","male",47,"S",1,"singleton",34.0208
"517","1","2","female",34,"S",1,"singleton",10.5
"518","0","3","male",15,"Q",1,"singleton",24.15
"519","1","2","female",36,"S",2,"small",26
"520","0","3","male",32,"S",1,"singleton",7.8958
"521","1","1","female",30,"S",1,"singleton",93.5
"522","0","3","male",22,"S",1,"singleton",7.8958
"523","0","3","male",26.5,"C",1,"singleton",7.225
"524","1","1","female",44,"C",2,"small",57.9792
"525","0","3","male",20,"C",1,"singleton",7.2292
"526","0","3","male",40.5,"Q",1,"singleton",7.75
"527","1","2","female",50,"S",1,"singleton",10.5
"528","0","1","male",29,"S",1,"singleton",221.7792
"529","0","3","male",39,"S",1,"singleton",7.925
"530","0","2","male",23,"S",4,"small",11.5
"531","1","2","female",2,"S",3,"small",26
"532","0","3","male",20,"C",1,"singleton",7.2292
"533","0","3","male",17,"C",3,"small",7.2292
"534","1","3","female",11,"C",3,"small",22.3583
"535","0","3","female",30,"S",1,"singleton",8.6625
"536","1","2","female",7,"S",3,"small",26.25
"537","0","1","male",45,"S",1,"singleton",26.55
"538","1","1","female",30,"C",1,"singleton",106.425
"539","0","3","male",40.5,"S",1,"singleton",14.5
"540","1","1","female",22,"C",3,"small",49.5
"541","1","1","female",36,"S",3,"small",71
"542","0","3","female",9,"S",7,"large",31.275
"543","0","3","female",11,"S",7,"large",31.275
"544","1","2","male",32,"S",2,"small",26
"545","0","1","male",50,"C",2,"small",106.425
"546","0","1","male",64,"S",1,"singleton",26
"547","1","2","female",19,"S",2,"small",26
"548","1","2","male",27,"C",1,"singleton",13.8625
"549","0","3","male",33,"S",3,"small",20.525
"550","1","2","male",8,"S",3,"small",36.75
"551","1","1","male",17,"C",3,"small",110.8833
"552","0","2","male",27,"S",1,"singleton",26
"553","0","3","male",22,"Q",1,"singleton",7.8292
"554","1","3","male",22,"C",1,"singleton",7.225
"555","1","3","female",22,"S",1,"singleton",7.775
"556","0","1","male",62,"S",1,"singleton",26.55
"557","1","1","female",48,"C",2,"small",39.6
"558","0","1","male",38,"C",1,"singleton",227.525
"559","1","1","female",39,"S",3,"small",79.65
"560","1","3","female",36,"S",2,"small",17.4
"561","0","3","male",30.5,"Q",1,"singleton",7.75
"562","0","3","male",40,"S",1,"singleton",7.8958
"563","0","2","male",28,"S",1,"singleton",13.5
"564","0","3","male",24,"S",1,"singleton",8.05
"565","0","3","female",24,"S",1,"singleton",8.05
"566","0","3","male",24,"S",3,"small",24.15
"567","0","3","male",19,"S",1,"singleton",7.8958
"568","0","3","female",29,"S",5,"large",21.075
"569","0","3","male",20,"C",1,"singleton",7.2292
"570","1","3","male",32,"S",1,"singleton",7.8542
"571","1","2","male",62,"S",1,"singleton",10.5
"572","1","1","female",53,"S",3,"small",51.4792
"573","1","1","male",36,"S",1,"singleton",26.3875
"574","1","3","female",30.5,"Q",1,"singleton",7.75
"575","0","3","male",16,"S",1,"singleton",8.05
"576","0","3","male",19,"S",1,"singleton",14.5
"577","1","2","female",34,"S",1,"singleton",13
"578","1","1","female",39,"S",2,"small",55.9
"579","0","3","female",18,"C",2,"small",14.4583
"580","1","3","male",32,"S",1,"singleton",7.925
"581","1","2","female",25,"S",3,"small",30
"582","1","1","female",39,"C",3,"small",110.8833
"583","0","2","male",54,"S",1,"singleton",26
"584","0","1","male",36,"C",1,"singleton",40.125
"585","0","3","male",23.5,"C",1,"singleton",8.7125
"586","1","1","female",18,"S",3,"small",79.65
"587","0","2","male",47,"S",1,"singleton",15
"588","1","1","male",60,"C",3,"small",79.2
"589","0","3","male",22,"S",1,"singleton",8.05
"590","0","3","male",24,"S",1,"singleton",8.05
"591","0","3","male",35,"S",1,"singleton",7.125
"592","1","1","female",52,"C",2,"small",78.2667
"593","0","3","male",47,"S",1,"singleton",7.25
"594","0","3","female",30.5,"Q",3,"small",7.75
"595","0","2","male",37,"S",2,"small",26
"596","0","3","male",36,"S",3,"small",24.15
"597","1","2","female",25,"S",1,"singleton",33
"598","0","3","male",49,"S",1,"singleton",0
"599","0","3","male",26.5,"C",1,"singleton",7.225
"600","1","1","male",49,"C",2,"small",56.9292
"601","1","2","female",24,"S",4,"small",27
"602","0","3","male",28,"S",1,"singleton",7.8958
"603","0","1","male",42,"S",1,"singleton",42.4
"604","0","3","male",44,"S",1,"singleton",8.05
"605","1","1","male",35,"C",1,"singleton",26.55
"606","0","3","male",36,"S",2,"small",15.55
"607","0","3","male",30,"S",1,"singleton",7.8958
"608","1","1","male",27,"S",1,"singleton",30.5
"609","1","2","female",22,"C",4,"small",41.5792
"610","1","1","female",40,"S",1,"singleton",153.4625
"611","0","3","female",39,"S",7,"large",31.275
"612","0","3","male",25,"S",1,"singleton",7.05
"613","1","3","female",26,"Q",2,"small",15.5
"614","0","3","male",30.5,"Q",1,"singleton",7.75
"615","0","3","male",35,"S",1,"singleton",8.05
"616","1","2","female",24,"S",4,"small",65
"617","0","3","male",34,"S",3,"small",14.4
"618","0","3","female",26,"S",2,"small",16.1
"619","1","2","female",4,"S",4,"small",39
"620","0","2","male",26,"S",1,"singleton",10.5
"621","0","3","male",27,"C",2,"small",14.4542
"622","1","1","male",42,"S",2,"small",52.5542
"623","1","3","male",20,"C",3,"small",15.7417
"624","0","3","male",21,"S",1,"singleton",7.8542
"625","0","3","male",21,"S",1,"singleton",16.1
"626","0","1","male",61,"S",1,"singleton",32.3208
"627","0","2","male",57,"Q",1,"singleton",12.35
"628","1","1","female",21,"S",1,"singleton",77.9583
"629","0","3","male",26,"S",1,"singleton",7.8958
"630","0","3","male",22,"Q",1,"singleton",7.7333
"631","1","1","male",80,"S",1,"singleton",30
"632","0","3","male",51,"S",1,"singleton",7.0542
"633","1","1","male",32,"C",1,"singleton",30.5
"634","0","1","male",47,"S",1,"singleton",0
"635","0","3","female",9,"S",6,"large",27.9
"636","1","2","female",28,"S",1,"singleton",13
"637","0","3","male",32,"S",1,"singleton",7.925
"638","0","2","male",31,"S",3,"small",26.25
"639","0","3","female",41,"S",6,"large",39.6875
"640","0","3","male",24,"S",2,"small",16.1
"641","0","3","male",20,"S",1,"singleton",7.8542
"642","1","1","female",24,"C",1,"singleton",69.3
"643","0","3","female",2,"S",6,"large",27.9
"644","1","3","male",26,"S",1,"singleton",56.4958
"645","1","3","female",0.75,"C",4,"small",19.2583
"646","1","1","male",48,"C",2,"small",76.7292
"647","0","3","male",19,"S",1,"singleton",7.8958
"648","1","1","male",56,"C",1,"singleton",35.5
"649","0","3","male",24,"S",1,"singleton",7.55
"650","1","3","female",23,"S",1,"singleton",7.55
"651","0","3","male",28,"S",1,"singleton",7.8958
"652","1","2","female",18,"S",2,"small",23
"653","0","3","male",21,"S",1,"singleton",8.4333
"654","1","3","female",22,"Q",1,"singleton",7.8292
"655","0","3","female",18,"Q",1,"singleton",6.75
"656","0","2","male",24,"S",3,"small",73.5
"657","0","3","male",28,"S",1,"singleton",7.8958
"658","0","3","female",32,"Q",3,"small",15.5
"659","0","2","male",23,"S",1,"singleton",13
"660","0","1","male",58,"C",3,"small",113.275
"661","1","1","male",50,"S",3,"small",133.65
"662","0","3","male",40,"C",1,"singleton",7.225
"663","0","1","male",47,"S",1,"singleton",25.5875
"664","0","3","male",36,"S",1,"singleton",7.4958
"665","1","3","male",20,"S",2,"small",7.925
"666","0","2","male",32,"S",3,"small",73.5
"667","0","2","male",25,"S",1,"singleton",13
"668","0","3","male",25,"S",1,"singleton",7.775
"669","0","3","male",43,"S",1,"singleton",8.05
"670","1","1","female",42,"S",2,"small",52
"671","1","2","female",40,"S",3,"small",39
"672","0","1","male",31,"S",2,"small",52
"673","0","2","male",70,"S",1,"singleton",10.5
"674","1","2","male",31,"S",1,"singleton",13
"675","0","2","male",29,"S",1,"singleton",0
"676","0","3","male",18,"S",1,"singleton",7.775
"677","0","3","male",24.5,"S",1,"singleton",8.05
"678","1","3","female",18,"S",1,"singleton",9.8417
"679","0","3","female",43,"S",8,"large",46.9
"680","1","1","male",36,"C",2,"small",512.3292
"681","0","3","female",22,"Q",1,"singleton",8.1375
"682","1","1","male",27,"C",1,"singleton",76.7292
"683","0","3","male",20,"S",1,"singleton",9.225
"684","0","3","male",14,"S",8,"large",46.9
"685","0","2","male",60,"S",3,"small",39
"686","0","2","male",25,"C",4,"small",41.5792
"687","0","3","male",14,"S",6,"large",39.6875
"688","0","3","male",19,"S",1,"singleton",10.1708
"689","0","3","male",18,"S",1,"singleton",7.7958
"690","1","1","female",15,"S",2,"small",211.3375
"691","1","1","male",31,"S",2,"small",57
"692","1","3","female",4,"C",2,"small",13.4167
"693","1","3","male",26,"S",1,"singleton",56.4958
"694","0","3","male",25,"C",1,"singleton",7.225
"695","0","1","male",60,"S",1,"singleton",26.55
"696","0","2","male",52,"S",1,"singleton",13.5
"697","0","3","male",44,"S",1,"singleton",8.05
"698","1","3","female",22,"Q",1,"singleton",7.7333
"699","0","1","male",49,"C",3,"small",110.8833
"700","0","3","male",42,"S",1,"singleton",7.65
"701","1","1","female",18,"C",2,"small",227.525
"702","1","1","male",35,"S",1,"singleton",26.2875
"703","0","3","female",18,"C",2,"small",14.4542
"704","0","3","male",25,"Q",1,"singleton",7.7417
"705","0","3","male",26,"S",2,"small",7.8542
"706","0","2","male",39,"S",1,"singleton",26
"707","1","2","female",45,"S",1,"singleton",13.5
"708","1","1","male",42,"S",1,"singleton",26.2875
"709","1","1","female",22,"S",1,"singleton",151.55
"710","1","3","male",14.5,"C",3,"small",15.2458
"711","1","1","female",24,"C",1,"singleton",49.5042
"712","0","1","male",56,"S",1,"singleton",26.55
"713","1","1","male",48,"S",2,"small",52
"714","0","3","male",29,"S",1,"singleton",9.4833
"715","0","2","male",52,"S",1,"singleton",13
"716","0","3","male",19,"S",1,"singleton",7.65
"717","1","1","female",38,"C",1,"singleton",227.525
"718","1","2","female",27,"S",1,"singleton",10.5
"719","0","3","male",26,"Q",1,"singleton",15.5
"720","0","3","male",33,"S",1,"singleton",7.775
"721","1","2","female",6,"S",2,"small",33
"722","0","3","male",17,"S",2,"small",7.0542
"723","0","2","male",34,"S",1,"singleton",13
"724","0","2","male",50,"S",1,"singleton",13
"725","1","1","male",27,"S",2,"small",53.1
"726","0","3","male",20,"S",1,"singleton",8.6625
"727","1","2","female",30,"S",4,"small",21
"728","1","3","female",22,"Q",1,"singleton",7.7375
"729","0","2","male",25,"S",2,"small",26
"730","0","3","female",25,"S",2,"small",7.925
"731","1","1","female",29,"S",1,"singleton",211.3375
"732","0","3","male",11,"C",1,"singleton",18.7875
"733","0","2","male",29,"S",1,"singleton",0
"734","0","2","male",23,"S",1,"singleton",13
"735","0","2","male",23,"S",1,"singleton",13
"736","0","3","male",28.5,"S",1,"singleton",16.1
"737","0","3","female",48,"S",5,"large",34.375
"738","1","1","male",35,"C",1,"singleton",512.3292
"739","0","3","male",28,"S",1,"singleton",7.8958
"740","0","3","male",28,"S",1,"singleton",7.8958
"741","1","1","male",45.5,"S",1,"singleton",30
"742","0","1","male",36,"S",2,"small",78.85
"743","1","1","female",21,"C",5,"large",262.375
"744","0","3","male",24,"S",2,"small",16.1
"745","1","3","male",31,"S",1,"singleton",7.925
"746","0","1","male",70,"S",3,"small",71
"747","0","3","male",16,"S",3,"small",20.25
"748","1","2","female",30,"S",1,"singleton",13
"749","0","1","male",19,"S",2,"small",53.1
"750","0","3","male",31,"Q",1,"singleton",7.75
"751","1","2","female",4,"S",3,"small",23
"752","1","3","male",6,"S",2,"small",12.475
"753","0","3","male",33,"S",1,"singleton",9.5
"754","0","3","male",23,"S",1,"singleton",7.8958
"755","1","2","female",48,"S",4,"small",65
"756","1","2","male",0.67,"S",3,"small",14.5
"757","0","3","male",28,"S",1,"singleton",7.7958
"758","0","2","male",18,"S",1,"singleton",11.5
"759","0","3","male",34,"S",1,"singleton",8.05
"760","1","1","female",33,"S",1,"singleton",86.5
"761","0","3","male",40.5,"S",1,"singleton",14.5
"762","0","3","male",41,"S",1,"singleton",7.125
"763","1","3","male",20,"C",1,"singleton",7.2292
"764","1","1","female",36,"S",4,"small",120
"765","0","3","male",16,"S",1,"singleton",7.775
"766","1","1","female",51,"S",2,"small",77.9583
"767","0","1","male",36,"C",1,"singleton",39.6
"768","0","3","female",30.5,"Q",1,"singleton",7.75
"769","0","3","male",15,"Q",2,"small",24.15
"770","0","3","male",32,"S",1,"singleton",8.3625
"771","0","3","male",24,"S",1,"singleton",9.5
"772","0","3","male",48,"S",1,"singleton",7.8542
"773","0","2","female",57,"S",1,"singleton",10.5
"774","0","3","male",26.5,"C",1,"singleton",7.225
"775","1","2","female",54,"S",5,"large",23
"776","0","3","male",18,"S",1,"singleton",7.75
"777","0","3","male",30.5,"Q",1,"singleton",7.75
"778","1","3","female",5,"S",1,"singleton",12.475
"779","0","3","male",22,"Q",1,"singleton",7.7375
"780","1","1","female",43,"S",2,"small",211.3375
"781","1","3","female",13,"C",1,"singleton",7.2292
"782","1","1","female",17,"S",2,"small",57
"783","0","1","male",29,"S",1,"singleton",30
"784","0","3","male",28,"S",4,"small",23.45
"785","0","3","male",25,"S",1,"singleton",7.05
"786","0","3","male",25,"S",1,"singleton",7.25
"787","1","3","female",18,"S",1,"singleton",7.4958
"788","0","3","male",8,"Q",6,"large",29.125
"789","1","3","male",1,"S",4,"small",20.575
"790","0","1","male",46,"C",1,"singleton",79.2
"791","0","3","male",30.5,"Q",1,"singleton",7.75
"792","0","2","male",16,"S",1,"singleton",26
"793","0","3","female",16,"S",11,"large",69.55
"794","0","1","male",39,"C",1,"singleton",30.6958
"795","0","3","male",25,"S",1,"singleton",7.8958
"796","0","2","male",39,"S",1,"singleton",13
"797","1","1","female",49,"S",1,"singleton",25.9292
"798","1","3","female",31,"S",1,"singleton",8.6833
"799","0","3","male",30,"C",1,"singleton",7.2292
"800","0","3","female",30,"S",3,"small",24.15
"801","0","2","male",34,"S",1,"singleton",13
"802","1","2","female",31,"S",3,"small",26.25
"803","1","1","male",11,"S",4,"small",120
"804","1","3","male",0.42,"C",2,"small",8.5167
"805","1","3","male",27,"S",1,"singleton",6.975
"806","0","3","male",31,"S",1,"singleton",7.775
"807","0","1","male",39,"S",1,"singleton",0
"808","0","3","female",18,"S",1,"singleton",7.775
"809","0","2","male",39,"S",1,"singleton",13
"810","1","1","female",33,"S",2,"small",53.1
"811","0","3","male",26,"S",1,"singleton",7.8875
"812","0","3","male",39,"S",1,"singleton",24.15
"813","0","2","male",35,"S",1,"singleton",10.5
"814","0","3","female",6,"S",7,"large",31.275
"815","0","3","male",30.5,"S",1,"singleton",8.05
"816","0","1","male",47,"S",1,"singleton",0
"817","0","3","female",23,"S",1,"singleton",7.925
"818","0","2","male",31,"C",3,"small",37.0042
"819","0","3","male",43,"S",1,"singleton",6.45
"820","0","3","male",10,"S",6,"large",27.9
"821","1","1","female",52,"S",3,"small",93.5
"822","1","3","male",27,"S",1,"singleton",8.6625
"823","0","1","male",38,"S",1,"singleton",0
"824","1","3","female",27,"S",2,"small",12.475
"825","0","3","male",2,"S",6,"large",39.6875
"826","0","3","male",21,"Q",1,"singleton",6.95
"827","0","3","male",26,"S",1,"singleton",56.4958
"828","1","2","male",1,"C",3,"small",37.0042
"829","1","3","male",30.5,"Q",1,"singleton",7.75
"830","1","1","female",62,"",1,"singleton",80
"831","1","3","female",15,"C",2,"small",14.4542
"832","1","2","male",0.83,"S",3,"small",18.75
"833","0","3","male",20,"C",1,"singleton",7.2292
"834","0","3","male",23,"S",1,"singleton",7.8542
"835","0","3","male",18,"S",1,"singleton",8.3
"836","1","1","female",39,"C",3,"small",83.1583
"837","0","3","male",21,"S",1,"singleton",8.6625
"838","0","3","male",24,"S",1,"singleton",8.05
"839","1","3","male",32,"S",1,"singleton",56.4958
"840","1","1","male",40,"C",1,"singleton",29.7
"841","0","3","male",20,"S",1,"singleton",7.925
"842","0","2","male",16,"S",1,"singleton",10.5
"843","1","1","female",30,"C",1,"singleton",31
"844","0","3","male",34.5,"C",1,"singleton",6.4375
"845","0","3","male",17,"S",1,"singleton",8.6625
"846","0","3","male",42,"S",1,"singleton",7.55
"847","0","3","male",16,"S",11,"large",69.55
"848","0","3","male",35,"C",1,"singleton",7.8958
"849","0","2","male",28,"S",2,"small",33
"850","1","1","female",28,"C",2,"small",89.1042
"851","0","3","male",4,"S",7,"large",31.275
"852","0","3","male",74,"S",1,"singleton",7.775
"853","0","3","female",9,"C",3,"small",15.2458
"854","1","1","female",16,"S",2,"small",39.4
"855","0","2","female",44,"S",2,"small",26
"856","1","3","female",18,"S",2,"small",9.35
"857","1","1","female",45,"S",3,"small",164.8667
"858","1","1","male",51,"S",1,"singleton",26.55
"859","1","3","female",24,"C",4,"small",19.2583
"860","0","3","male",20,"C",1,"singleton",7.2292
"861","0","3","male",41,"S",3,"small",14.1083
"862","0","2","male",21,"S",2,"small",11.5
"863","1","1","female",48,"S",1,"singleton",25.9292
"864","0","3","female",16,"S",11,"large",69.55
"865","0","2","male",24,"S",1,"singleton",13
"866","1","2","female",42,"S",1,"singleton",13
"867","1","2","female",27,"C",2,"small",13.8583
"868","0","1","male",31,"S",1,"singleton",50.4958
"869","0","3","male",28,"S",1,"singleton",9.5
"870","1","3","male",4,"S",3,"small",11.1333
"871","0","3","male",26,"S",1,"singleton",7.8958
"872","1","1","female",47,"S",3,"small",52.5542
"873","0","1","male",33,"S",1,"singleton",5
"874","0","3","male",47,"S",1,"singleton",9
"875","1","2","female",28,"C",2,"small",24
"876","1","3","female",15,"C",1,"singleton",7.225
"877","0","3","male",20,"S",1,"singleton",9.8458
"878","0","3","male",19,"S",1,"singleton",7.8958
